"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2021;"20000";"2010023";"25";"l";"Non";"Non"
2021;"20000";"2050046";"2.5";"kg";"Non";"Non"
2021;"20000";"2060086";"0.62";"kg";"Non";"Non"
2021;"20000";"2090093";"220";"l";"Non";"Non"
2021;"20000";"2110086";"45";"l";"Non";"Non"
2021;"20000";"2120089";"10";"l";"Non";"Non"
2021;"20000";"2140085";"15";"l";"Non";"Non"
2021;"20000";"2150140";"80";"l";"Non";"Non"
2021;"20000";"2170412";"5";"l";"Non";"Non"
2021;"20000";"9100296";"120";"l";"Non";"Non"
2021;"20000";"9300504";"845";"l";"Non";"Non"
2021;"20000";"9500452";"15";"kg";"Non";"Non"
2021;"20000";"9600025";"30";"kg";"Non";"Non"
2021;"20000";"9800336";"12";"l";"Non";"Non"
2021;"20000";"9900227";"30";"l";"Non";"Non"
2021;"20090";"2010023";"3";"l";"Non";"Non"
2021;"20090";"2010296";"5";"l";"Non";"Non"
2021;"20090";"2020241";"3";"kg";"Non";"Non"
2021;"20090";"2030457";"3";"kg";"Non";"Non"
2021;"20090";"2060084";"1";"kg";"Non";"Non"
2021;"20090";"2070107";"10";"l";"Non";"Non"
2021;"20090";"2080038";"5";"l";"Non";"Non"
2021;"20090";"2090116";"120";"l";"Non";"Non"
2021;"20090";"2100038";"200";"kg";"Non";"Non"
2021;"20090";"2120048";"3";"l";"Non";"Non"
2021;"20090";"2120171";"2";"kg";"Non";"Non"
2021;"20090";"2130212";"5";"kg";"Non";"Non"
2021;"20090";"2150140";"340";"l";"Non";"Non"
2021;"20090";"2170412";"5";"l";"Non";"Non"
2021;"20090";"2180334";"3.3";"l";"Non";"Non"
2021;"20090";"2190198";"240";"l";"Non";"Non"
2021;"20090";"5100219";"800";"kg";"Non";"Non"
2021;"20090";"7700706";"40";"kg";"Non";"Non"
2021;"20090";"8400477";"0.6";"kg";"Non";"Non"
2021;"20090";"9000222";"50";"l";"Non";"Non"
2021;"20090";"9300189";"10";"l";"Non";"Non"
2021;"20090";"9300504";"15";"l";"Non";"Non"
2021;"20090";"9500341";"80";"kg";"Oui";"Non"
2021;"20090";"9500452";"150";"kg";"Non";"Non"
2021;"20090";"9600386";"96";"kg";"Non";"Non"
2021;"20090";"9800336";"16";"l";"Non";"Non"
2021;"20090";"9900227";"35";"l";"Non";"Non"
2021;"20100";"2000018";"520";"kg";"Non";"Non"
2021;"20100";"2000044";"15";"l";"Non";"Non"
2021;"20100";"2000299";"3";"l";"Non";"Non"
2021;"20100";"2000327";"10";"l";"Non";"Non"
2021;"20100";"2010023";"80";"l";"Non";"Non"
2021;"20100";"2010296";"5";"l";"Non";"Non"
2021;"20100";"2010427";"2";"l";"Non";"Non"
2021;"20100";"2010513";"12.5";"kg";"Non";"Non"
2021;"20100";"2020219";"10";"l";"Non";"Non"
2021;"20100";"2020241";"7";"kg";"Non";"Non"
2021;"20100";"2030332";"1";"l";"Non";"Non"
2021;"20100";"2050046";"2.5";"kg";"Non";"Non"
2021;"20100";"2060034";"900";"kg";"Non";"Non"
2021;"20100";"2060050";"11";"l";"Non";"Non"
2021;"20100";"2060084";"21";"kg";"Non";"Non"
2021;"20100";"2060085";"10";"l";"Non";"Non"
2021;"20100";"2060098";"25.5";"l";"Non";"Non"
2021;"20100";"2070107";"5";"l";"Non";"Non"
2021;"20100";"2070133";"25";"l";"Non";"Non"
2021;"20100";"2080038";"60";"l";"Non";"Non"
2021;"20100";"2080136";"6";"kg";"Non";"Non"
2021;"20100";"2090112";"10";"l";"Non";"Non"
2021;"20100";"2090119";"360";"l";"Non";"Non"
2021;"20100";"2090127";"35";"l";"Non";"Non"
2021;"20100";"2090188";"300";"l";"Non";"Non"
2021;"20100";"2100060";"40";"l";"Non";"Non"
2021;"20100";"2100122";"2.7";"kg";"Non";"Non"
2021;"20100";"2100181";"114";"kg";"Non";"Non"
2021;"20100";"2100231";"124";"kg";"Non";"Non"
2021;"20100";"2110073";"7";"l";"Non";"Non"
2021;"20100";"2110143";"1";"l";"Non";"Non"
2021;"20100";"2120132";"95";"kg";"Non";"Non"
2021;"20100";"2120219";"1.5";"l";"Non";"Non"
2021;"20100";"2130049";"10";"l";"Non";"Non"
2021;"20100";"2130067";"20";"l";"Non";"Non"
2021;"20100";"2130152";"19";"l";"Non";"Non"
2021;"20100";"2140085";"7";"l";"Non";"Non"
2021;"20100";"2140127";"35";"kg";"Non";"Non"
2021;"20100";"2140201";"1";"l";"Non";"Non"
2021;"20100";"2140215";"29.23";"kg";"Non";"Non"
2021;"20100";"2140270";"30";"l";"Non";"Non"
2021;"20100";"2150067";"100";"l";"Non";"Non"
2021;"20100";"2150140";"120";"l";"Non";"Non"
2021;"20100";"2150387";"20";"l";"Non";"Non"
2021;"20100";"2150483";"40";"kg";"Non";"Non"
2021;"20100";"2160383";"0.2";"kg";"Non";"Non"
2021;"20100";"2160395";"25";"l";"Non";"Non"
2021;"20100";"2160408";"5";"l";"Non";"Non"
2021;"20100";"2170085";"110";"l";"Non";"Non"
2021;"20100";"2171119";"12";"kg";"Non";"Non"
2021;"20100";"2180039";"15";"l";"Non";"Non"
2021;"20100";"2180335";"6";"l";"Non";"Non"
2021;"20100";"2180829";"10";"l";"Non";"Non"
2021;"20100";"2190016";"10";"l";"Non";"Non"
2021;"20100";"2190054";"60";"l";"Non";"Non"
2021;"20100";"2190198";"240";"l";"Non";"Non"
