"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2021;"97113";"2010239";"10";"l";"Non";"Non"
2021;"97113";"2100108";"5";"l";"Non";"Non"
2021;"97113";"2150140";"5";"l";"Non";"Non"
2021;"97118";"2050046";"2";"kg";"Non";"Non"
2021;"97118";"2060050";"0.25";"l";"Non";"Non"
2021;"97118";"2090132";"3";"l";"Non";"Non"
2021;"97118";"2100060";"10";"l";"Non";"Non"
2021;"97118";"2120143";"5";"l";"Non";"Non"
2021;"97118";"2150479";"10";"l";"Non";"Non"
2021;"97118";"2171119";"0.75";"kg";"Non";"Non"
2021;"97118";"9000222";"10";"l";"Non";"Non"
2021;"97118";"9000490";"5";"l";"Non";"Non"
2021;"97118";"9500349";"10";"l";"Non";"Non"
2021;"97118";"9800245";"20";"kg";"Non";"Non"
2021;"97118";"9900227";"15";"l";"Non";"Non"
2021;"97122";"2080105";"1600";"l";"Non";"Non"
2021;"97122";"2170139";"72";"l";"Non";"Non"
2021;"97133";"2080105";"5";"l";"Non";"Non"
2021;"97133";"2090127";"40";"l";"Non";"Non"
2021;"97133";"8900564";"5";"l";"Non";"Non"
2021;"97133";"9300504";"120";"l";"Non";"Non"
2021;"97133";"9500595";"2";"l";"Non";"Non"
2021;"97133";"9700332";"1";"l";"Non";"Non"
2021;"97160";"2060085";"30";"l";"Non";"Non"
2021;"97160";"2110012";"45";"l";"Non";"Non"
2021;"97160";"2110073";"25";"l";"Non";"Non"
2021;"97160";"2120092";"70";"l";"Non";"Non"
2021;"97160";"2130079";"75";"l";"Non";"Non"
2021;"97160";"2189996";"100";"l";"Non";"Non"
2021;"97160";"2200274";"80";"kg";"Non";"Non"
