"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2020;"97200";"2060088";"20";"l";"Non";"Non"
2020;"97200";"2060194";"144";"kg";"Non";"Non"
2020;"97200";"2130164";"15";"l";"Non";"Non"
2020;"97200";"2180124";"0.21";"l";"Non";"Non"
2020;"97200";"2180865";"0.03";"l";"Non";"Non"
2020;"97200";"9100296";"5";"l";"Non";"Non"
2020;"97226";"9600390";"80";"l";"Non";"Non"
2020;"97227";"2010513";"100";"kg";"Non";"Non"
2020;"97227";"2050046";"30";"kg";"Non";"Non"
2020;"97227";"2090094";"240";"kg";"Non";"Non"
2020;"97227";"2110012";"15";"l";"Non";"Non"
2020;"97227";"2110073";"25";"l";"Non";"Non"
2020;"97227";"2150483";"300";"kg";"Non";"Non"
2020;"97227";"2160527";"200";"l";"Non";"Non"
2020;"97227";"2160783";"100";"l";"Non";"Non"
2020;"97227";"2189996";"50";"l";"Non";"Non"
2020;"97227";"9500568";"40";"kg";"Non";"Non"
2020;"97227";"9700332";"50";"l";"Non";"Non"
2020;"97250";"2100067";"0.5";"kg";"Non";"Non"
