"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2018;"97427";"2030457";"0.5";"kg";"Non";"Non"
2018;"97427";"2130054";"6";"l";"Non";"Non"
2018;"97427";"2150412";"10";"l";"Non";"Non"
2018;"97427";"9400462";"0.22";"kg";"Non";"Non"
2018;"97427";"9700332";"1";"l";"Oui";"Non"
2018;"97434";"2090164";"5";"l";"Oui";"Non"
2018;"97434";"8700621";"0.5";"l";"Oui";"Non"
2018;"97435";"2140256";"20";"l";"Non";"Non"
2018;"97490";"2010030";"5";"l";"Non";"Non"
2018;"97490";"2020099";"2";"l";"Non";"Non"
2018;"97490";"2100052";"10";"l";"Non";"Non"
2018;"97490";"2100056";"5";"l";"Non";"Non"
2018;"97490";"2100112";"5";"l";"Non";"Non"
2018;"97490";"2110095";"15";"l";"Non";"Non"
2018;"97490";"2110102";"3.15";"l";"Non";"Non"
2018;"97490";"2160931";"10";"l";"Non";"Non"
2018;"97490";"8600349";"0.42";"kg";"Oui";"Non"
2018;"97490";"9600370";"5";"l";"Non";"Non"
