"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2021;"04000";"2010023";"5";"l";"Non";"Non"
2021;"04000";"2010513";"3";"kg";"Non";"Non"
2021;"04000";"2030175";"2";"kg";"Oui";"Non"
2021;"04000";"2060045";"24";"kg";"Non";"Non"
2021;"04000";"2060127";"0.33";"l";"Non";"Non"
2021;"04000";"2080026";"34";"l";"Non";"Non"
2021;"04000";"2080105";"20";"l";"Non";"Non"
2021;"04000";"2090050";"600";"kg";"Non";"Non"
2021;"04000";"2090146";"2.6";"l";"Oui";"Non"
2021;"04000";"2100009";"2";"kg";"Non";"Non"
2021;"04000";"2100030";"20";"kg";"Non";"Non"
2021;"04000";"2100038";"175";"kg";"Non";"Non"
2021;"04000";"2100065";"3";"kg";"Non";"Non"
2021;"04000";"2100111";"55";"l";"Non";"Non"
2021;"04000";"2110102";"7.2";"l";"Non";"Non"
2021;"04000";"2110143";"20";"l";"Non";"Non"
2021;"04000";"2110150";"5.6";"l";"Oui";"Non"
2021;"04000";"2110180";"6.88";"kg";"Oui";"Non"
2021;"04000";"2120048";"2";"l";"Non";"Non"
2021;"04000";"2120143";"140";"l";"Non";"Non"
2021;"04000";"2130083";"1";"l";"Non";"Non"
2021;"04000";"2130202";"15";"l";"Non";"Non"
2021;"04000";"2140106";"2";"l";"Oui";"Non"
2021;"04000";"2140147";"5";"l";"Non";"Non"
2021;"04000";"2140175";"15";"l";"Non";"Non"
2021;"04000";"2140193";"2";"l";"Oui";"Non"
2021;"04000";"2140252";"7.5";"kg";"Oui";"Non"
2021;"04000";"2140257";"50";"l";"Non";"Non"
2021;"04000";"2150140";"20";"l";"Non";"Non"
2021;"04000";"2150417";"1.92";"kg";"Oui";"Non"
2021;"04000";"2150969";"42";"kg";"Oui";"Non"
2021;"04000";"2160115";"30.6";"l";"Oui";"Non"
2021;"04000";"2160226";"200";"kg";"Non";"Non"
2021;"04000";"2160615";"10";"kg";"Oui";"Non"
2021;"04000";"2160937";"75";"l";"Non";"Non"
2021;"04000";"2160959";"55";"l";"Non";"Non"
2021;"04000";"2180039";"10";"l";"Non";"Non"
2021;"04000";"2180123";"6.32";"l";"Non";"Non"
2021;"04000";"2180334";"3.3";"l";"Non";"Non"
2021;"04000";"2180408";"2";"l";"Oui";"Non"
2021;"04000";"2189993";"9";"kg";"Oui";"Non"
2021;"04000";"2190811";"9.6";"l";"Oui";"Non"
2021;"04000";"5100219";"50";"kg";"Non";"Non"
2021;"04000";"6900486";"72.6";"l";"Oui";"Non"
2021;"04000";"7500716";"160";"kg";"Non";"Non"
2021;"04000";"8100462";"3";"kg";"Non";"Non"
2021;"04000";"8400574";"120";"l";"Non";"Non"
2021;"04000";"8400600";"9";"l";"Non";"Non"
2021;"04000";"8600243";"60";"l";"Non";"Non"
2021;"04000";"8700020";"45";"l";"Non";"Non"
2021;"04000";"8800395";"50";"l";"Non";"Non"
2021;"04000";"8800827";"45";"l";"Non";"Non"
2021;"04000";"8800841";"10";"l";"Non";"Non"
2021;"04000";"8900564";"5";"l";"Non";"Non"
2021;"04000";"9000069";"20";"l";"Non";"Non"
2021;"04000";"9000361";"2";"kg";"Non";"Non"
2021;"04000";"9000490";"76";"l";"Non";"Non"
2021;"04000";"9000741";"15";"l";"Non";"Non"
2021;"04000";"9000833";"30";"l";"Non";"Non"
2021;"04000";"9100296";"20";"l";"Non";"Non"
2021;"04000";"9200145";"4";"l";"Oui";"Non"
2021;"04000";"9300189";"7";"l";"Non";"Non"
2021;"04000";"9300487";"15";"l";"Non";"Non"
2021;"04000";"9500136";"0.4";"kg";"Non";"Non"
2021;"04000";"9500147";"13";"kg";"Oui";"Non"
2021;"04000";"9600097";"1";"l";"Oui";"Non"
2021;"04000";"9600370";"45";"l";"Non";"Non"
2021;"04000";"9600386";"24";"kg";"Non";"Non"
2021;"04000";"9700401";"10";"kg";"Non";"Non"
2021;"04000";"9800096";"3";"l";"Non";"Non"
2021;"04000";"9800098";"55";"kg";"Non";"Non"
2021;"04000";"9800100";"30";"l";"Non";"Non"
2021;"04000";"9800259";"5";"l";"Non";"Non"
2021;"04000";"9800474";"60";"kg";"Non";"Non"
2021;"04000";"9800481";"27";"l";"Non";"Non"
2021;"04000";"9900127";"2";"l";"Oui";"Non"
2021;"04000";"9900257";"295";"kg";"Oui";"Non"
2021;"04000";"9900324";"21";"kg";"Oui";"Non"
2021;"04100";"2000018";"500";"kg";"Non";"Non"
2021;"04100";"2000044";"10";"l";"Non";"Non"
2021;"04100";"2000125";"2.31";"kg";"Oui";"Non"
2021;"04100";"2000299";"1";"l";"Non";"Non"
2021;"04100";"2000316";"8";"l";"Non";"Non"
2021;"04100";"2000327";"93";"l";"Non";"Non"
2021;"04100";"2000517";"14";"l";"Non";"Non"
2021;"04100";"2000519";"40";"l";"Non";"Non"
2021;"04100";"2000536";"29.74";"kg";"Non";"Non"
2021;"04100";"2010023";"88";"l";"Non";"Non"
2021;"04100";"2010130";"58";"kg";"Non";"Non"
2021;"04100";"2010640";"115";"kg";"Non";"Non"
2021;"04100";"2020069";"5";"l";"Non";"Non"
2021;"04100";"2030404";"60";"l";"Non";"Non"
2021;"04100";"2050046";"12";"kg";"Non";"Non"
2021;"04100";"2060002";"12";"l";"Non";"Non"
2021;"04100";"2060050";"2";"l";"Non";"Non"
2021;"04100";"2060084";"8";"kg";"Non";"Non"
2021;"04100";"2060098";"1.7";"l";"Non";"Non"
2021;"04100";"2060113";"1";"l";"Non";"Non"
2021;"04100";"2060134";"315";"kg";"Non";"Non"
2021;"04100";"2070107";"5";"l";"Non";"Non"
2021;"04100";"2080026";"9";"l";"Non";"Non"
2021;"04100";"2080070";"65";"kg";"Non";"Non"
2021;"04100";"2080102";"10";"l";"Non";"Non"
2021;"04100";"2080105";"30";"l";"Non";"Non"
2021;"04100";"2090016";"30";"l";"Non";"Non"
2021;"04100";"2090019";"270";"l";"Non";"Non"
2021;"04100";"2090050";"240";"kg";"Non";"Non"
2021;"04100";"2090052";"0.27";"kg";"Non";"Non"
2021;"04100";"2090094";"0.1";"kg";"Non";"Non"
2021;"04100";"2090101";"20";"l";"Non";"Non"
2021;"04100";"2090116";"10";"l";"Non";"Non"
2021;"04100";"2090119";"120";"l";"Non";"Non"
2021;"04100";"2090127";"20";"l";"Non";"Non"
2021;"04100";"2090136";"20";"l";"Non";"Non"
2021;"04100";"2090146";"9.25";"l";"Oui";"Non"
2021;"04100";"2090188";"290";"l";"Non";"Non"
2021;"04100";"2090199";"3.15";"l";"Oui";"Non"
2021;"04100";"2090200";"0.83";"l";"Oui";"Non"
2021;"04100";"2100108";"10";"l";"Non";"Non"
2021;"04100";"2100112";"5";"l";"Non";"Non"
2021;"04100";"2100121";"21.85";"l";"Non";"Non"
2021;"04100";"2100138";"10";"l";"Non";"Non"
2021;"04100";"2100140";"5";"l";"Non";"Non"
2021;"04100";"2100183";"20";"l";"Non";"Non"
2021;"04100";"2100221";"160";"kg";"Non";"Non"
2021;"04100";"2100231";"171";"kg";"Non";"Non"
2021;"04100";"2110006";"160";"kg";"Non";"Non"
2021;"04100";"2110040";"0.19";"kg";"Oui";"Non"
2021;"04100";"2110086";"72";"l";"Non";"Non"
2021;"04100";"2110102";"14.6";"l";"Non";"Non"
2021;"04100";"2110141";"40";"l";"Non";"Non"
2021;"04100";"2110143";"2";"l";"Non";"Non"
2021;"04100";"2110147";"18";"kg";"Non";"Non"
2021;"04100";"2110149";"9.34";"l";"Oui";"Non"
2021;"04100";"2110150";"3.06";"l";"Oui";"Non"
2021;"04100";"2110162";"10";"l";"Non";"Non"
2021;"04100";"2110180";"0.74";"kg";"Oui";"Non"
2021;"04100";"2120048";"1";"l";"Non";"Non"
2021;"04100";"2120130";"0.95";"kg";"Non";"Non"
2021;"04100";"2120143";"220";"l";"Non";"Non"
2021;"04100";"2130067";"110";"l";"Non";"Non"
2021;"04100";"2130083";"11";"l";"Non";"Non"
2021;"04100";"2130126";"12.5";"kg";"Oui";"Non"
2021;"04100";"2130152";"12";"l";"Non";"Non"
2021;"04100";"2130153";"3.31";"l";"Oui";"Non"
2021;"04100";"2130175";"2";"l";"Non";"Non"
2021;"04100";"2130266";"30";"l";"Non";"Non"
2021;"04100";"2130272";"1.25";"kg";"Non";"Non"
2021;"04100";"2140022";"50";"l";"Non";"Non"
2021;"04100";"2140084";"2440";"l";"Non";"Non"
2021;"04100";"2140085";"10";"l";"Non";"Non"
2021;"04100";"2140098";"5";"l";"Non";"Non"
2021;"04100";"2140121";"9.6";"l";"Oui";"Non"
2021;"04100";"2140167";"3.25";"l";"Oui";"Non"
2021;"04100";"2140188";"30";"l";"Non";"Non"
2021;"04100";"2140201";"2";"l";"Non";"Non"
2021;"04100";"2140236";"310";"kg";"Non";"Non"
2021;"04100";"2140252";"32.35";"kg";"Oui";"Non"
2021;"04100";"2150002";"10";"kg";"Non";"Non"
2021;"04100";"2150008";"36";"kg";"Non";"Non"
2021;"04100";"2150140";"340";"l";"Non";"Non"
2021;"04100";"2150179";"18.73";"kg";"Non";"Non"
2021;"04100";"2150417";"0.65";"kg";"Oui";"Non"
2021;"04100";"2150483";"60";"kg";"Non";"Non"
2021;"04100";"2150790";"21.05";"kg";"Oui";"Non"
2021;"04100";"2150964";"1390";"kg";"Non";"Non"
2021;"04100";"2160115";"27.13";"l";"Oui";"Non"
